E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_18_363.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_18_363.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_18_363.jpg, 0, 0, 0, 7.821608E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_18_464.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_18_464.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_18_464.jpg, 0, 0, 0, 7.939345E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_18_565.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_18_565.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_18_565.jpg, 0, 0, 0, 8.126506E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_18_666.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_18_666.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_18_666.jpg, 0, 0, 0, 7.808574E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_18_766.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_18_766.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_18_766.jpg, 0, 0, 0, 8.018382E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_18_867.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_18_867.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_18_867.jpg, 0, 0, 0, 8.078711E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_18_967.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_18_967.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_18_967.jpg, 0, 0, 0, 8.001787E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_19_069.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_19_069.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_19_069.jpg, 0, 0, 0, 7.820864E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_19_170.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_19_170.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_19_170.jpg, 0, 0, 0, 7.963723E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_19_270.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_19_270.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_19_270.jpg, 0, 0, 0, 8.027884E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_19_371.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_19_371.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_19_371.jpg, 0, 0, 0, 7.797289E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_19_472.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_19_472.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_19_472.jpg, 0, 0, 0, 7.879836E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_19_573.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_19_573.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_19_573.jpg, 0, 0, 0, 7.814111E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_19_675.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_19_675.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_19_675.jpg, 0, 0, 0, 8.108023E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_19_777.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_19_777.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_19_777.jpg, 0, 0, 0, 7.881477E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_19_878.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_19_878.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_19_878.jpg, 0, 0, 0, 8.02615E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_19_981.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_19_981.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_19_981.jpg, 0, 0, 0, 7.790132E-05
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_20_081.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_20_081.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_20_081.jpg, 0, 0.1360287, 0, 0.0608849
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_20_182.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_20_182.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_20_182.jpg, 0, 0.4323363, 0, 0.4159255
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_20_283.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_20_283.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_20_283.jpg, 0, 0.7376761, 0, 1.169663
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_20_384.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_20_384.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_20_384.jpg, -0.1326669, 1, 0, 2.227061
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_20_486.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_20_486.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_20_486.jpg, -0.4913319, 1, 0, 3.617621
E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\center_2021_04_06_13_54_20_587.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\left_2021_04_06_13_54_20_587.jpg, E:\Python\Self-driving_car\section_15\simulator-windows-64\trainig_data\IMG\right_2021_04_06_13_54_20_587.jpg, -0.1863636, 1, 0, 4.790389
